,lat,lon,count
0,25.066064805555555,-123.34458333333333,0.0
1,25.066064805555555,-123.03375,0.0
2,25.066064805555555,-122.72291666666666,0.0
3,25.066064805555555,-122.41208333333333,0.0
4,25.066064805555555,-122.10125,0.0
5,25.066064805555555,-121.79041666666667,0.0
6,25.066064805555555,-121.47958333333334,0.0
7,25.066064805555555,-121.16875,0.0
8,25.066064805555555,-120.85791666666667,0.0
9,25.066064805555555,-120.54708333333333,0.0
10,25.066064805555555,-120.23625,0.0
11,25.066064805555555,-119.92541666666666,0.0
12,25.066064805555555,-119.61458333333333,0.0
13,25.066064805555555,-119.30375000000001,0.0
14,25.066064805555555,-118.99291666666667,0.0
15,25.066064805555555,-118.68208333333334,0.0
16,25.066064805555555,-118.37125,0.0
17,25.066064805555555,-118.06041666666667,0.0
18,25.066064805555555,-117.74958333333333,0.0
19,25.066064805555555,-117.43875,0.0
20,25.066064805555555,-117.12791666666666,0.0
21,25.066064805555555,-116.81708333333333,0.0
22,25.066064805555555,-116.50625,0.0
23,25.066064805555555,-116.19541666666666,0.0
24,25.066064805555555,-115.88458333333332,0.0
25,25.066064805555555,-115.57375,0.0
26,25.066064805555555,-115.26291666666667,0.0
27,25.066064805555555,-114.95208333333333,0.0
28,25.066064805555555,-114.64125,0.0
29,25.066064805555555,-114.33041666666666,0.0
30,25.066064805555555,-114.01958333333333,0.0
31,25.066064805555555,-113.70875,0.0
32,25.066064805555555,-113.39791666666667,0.0
33,25.066064805555555,-113.08708333333334,0.0
34,25.066064805555555,-112.77625,0.0
35,25.066064805555555,-112.46541666666667,0.0
36,25.066064805555555,-112.15458333333333,0.0
37,25.066064805555555,-111.84375,0.0
38,25.066064805555555,-111.53291666666667,0.0
39,25.066064805555555,-111.22208333333333,0.0
40,25.066064805555555,-110.91125,0.0
41,25.066064805555555,-110.60041666666666,0.0
42,25.066064805555555,-110.28958333333333,0.0
43,25.066064805555555,-109.97874999999999,0.0
44,25.066064805555555,-109.66791666666667,0.0
45,25.066064805555555,-109.35708333333334,0.0
46,25.066064805555555,-109.04625,0.0
47,25.066064805555555,-108.73541666666667,0.0
