lat,lon,count
25.396388833333333,-105.7825,2.0
26.1891665,-105.7825,1.0000000000000224
26.981944166666665,-105.7825,11.0
25.396388833333333,-107.6475,2.9600822868126716e-76
25.396388833333333,-103.9175,2.0
26.1891665,-107.6475,2.0
26.1891665,-103.9175,1.0
27.77472183333333,-105.7825,1.4837512268784258e-123
26.981944166666665,-107.6475,7.599720187135749e-131
26.981944166666665,-103.9175,2.0
25.396388833333333,-103.9175,4.0
26.1891665,-103.9175,1.000000000000045
26.981944166666665,-103.9175,2.0
25.396388833333333,-105.7825,1.0
25.396388833333333,-102.0525,5.920164573609695e-76
26.1891665,-105.7825,1.0
26.1891665,-102.0525,1.3326227844697974e-89
27.77472183333333,-103.9175,2.9675024537568515e-123
26.981944166666665,-105.7825,11.0
26.981944166666665,-102.0525,1.5199440374231755e-130
25.396388833333333,-100.1875,2.0
26.1891665,-100.1875,1.0000000000000224
26.981944166666665,-100.1875,2.5674016634579673e-55
25.396388833333333,-102.0525,2.9600822868126716e-76
25.396388833333333,-98.3225,2.9600822868126716e-76
26.1891665,-102.0525,6.663113922366598e-90
26.1891665,-98.3225,1.0
27.77472183333333,-100.1875,1.0
26.981944166666665,-102.0525,7.599720187135749e-131
26.981944166666665,-98.3225,1.0
25.396388833333333,-96.4575,2.0
26.1891665,-96.4575,2.2509894241963008e-14
26.981944166666665,-96.4575,2.5674016634579673e-55
25.396388833333333,-94.5925,2.9600822868126716e-76
25.396388833333333,-98.3225,2.960082286804848e-76
26.1891665,-94.5925,6.663113922366598e-90
26.1891665,-98.3225,1.0
27.77472183333333,-96.4575,1.4837512268784258e-123
26.981944166666665,-94.5925,7.599720187135749e-131
26.981944166666665,-98.3225,1.0
26.1891665,-111.3775,2.0
25.396388833333333,-111.3775,2.2509894241963008e-14
26.981944166666665,-111.3775,2.2509894241963008e-14
27.77472183333333,-111.3775,2.5674016634579673e-55
26.1891665,-109.5125,2.9600822868126716e-76
26.1891665,-113.2425,2.960082286804848e-76
25.396388833333333,-109.5125,6.663113922366598e-90
26.981944166666665,-109.5125,6.663113922366598e-90
25.396388833333333,-113.2425,6.663113922348987e-90
26.981944166666665,-113.2425,1.0
26.1891665,-107.6475,4.0
25.396388833333333,-107.6475,4.5019788483926016e-14
26.981944166666665,-107.6475,4.5019788483926016e-14
27.77472183333333,-107.6475,2.0
26.1891665,-105.7825,1.0
26.1891665,-109.5125,5.920164573609695e-76
25.396388833333333,-105.7825,1.0
26.981944166666665,-105.7825,11.0
25.396388833333333,-109.5125,1.3326227844697974e-89
26.981944166666665,-109.5125,1.3326227844697974e-89
26.1891665,-105.7825,2.0
25.396388833333333,-105.7825,1.0000000000000224
26.981944166666665,-105.7825,11.000000000000023
27.77472183333333,-105.7825,2.5674016634579673e-55
26.1891665,-107.6475,2.0
26.1891665,-103.9175,1.0
25.396388833333333,-107.6475,6.663113922366598e-90
25.396388833333333,-103.9175,2.0
26.981944166666665,-107.6475,6.663113922366598e-90
26.981944166666665,-103.9175,2.0
26.1891665,-103.9175,2.0
25.396388833333333,-103.9175,2.0000000000000226
26.981944166666665,-103.9175,2.0000000000000226
27.77472183333333,-103.9175,2.5674016634579673e-55
26.1891665,-105.7825,1.0
26.1891665,-102.0525,2.960082286804848e-76
25.396388833333333,-105.7825,1.0
26.981944166666665,-105.7825,11.0
25.396388833333333,-102.0525,6.663113922348987e-90
26.981944166666665,-102.0525,6.663113922348987e-90
26.1891665,-100.1875,2.0
25.396388833333333,-100.1875,1.0000000000000224
26.981944166666665,-100.1875,2.2509894241963008e-14
27.77472183333333,-100.1875,1.0
26.1891665,-102.0525,2.9600822868126716e-76
26.1891665,-98.3225,1.0
25.396388833333333,-102.0525,6.663113922366598e-90
25.396388833333333,-98.3225,6.663113922366598e-90
26.981944166666665,-102.0525,6.663113922366598e-90
26.981944166666665,-98.3225,1.0
26.1891665,-98.3225,2.0
25.396388833333333,-98.3225,2.2509894241963008e-14
26.981944166666665,-98.3225,1.0000000000000224
27.77472183333333,-98.3225,2.5674016634579673e-55
26.1891665,-100.1875,1.0
26.1891665,-96.4575,2.960082286804848e-76
25.396388833333333,-100.1875,1.0
26.981944166666665,-100.1875,6.663113922366598e-90
25.396388833333333,-96.4575,1.0
26.981944166666665,-96.4575,6.663113922348987e-90
26.1891665,-81.5375,2.0
25.396388833333333,-81.5375,2.2509894241963008e-14
26.981944166666665,-81.5375,1.0000000000000224
27.77472183333333,-81.5375,2.5674016634579673e-55
26.1891665,-79.6725,2.9600822868126716e-76
26.1891665,-83.4025,2.960082286804848e-76
25.396388833333333,-79.6725,6.663113922366598e-90
26.981944166666665,-79.6725,6.663113922366598e-90
25.396388833333333,-83.4025,6.663113922348987e-90
26.981944166666665,-83.4025,6.663113922348987e-90
26.981944166666665,-113.2425,2.0
26.1891665,-113.2425,2.2509894241963008e-14
27.77472183333333,-113.2425,2.2509894241963008e-14
25.396388833333333,-113.2425,2.5674016634579673e-55
28.5674995,-113.2425,2.5674016634565445e-55
26.981944166666665,-115.1075,2.9600822868126716e-76
26.981944166666665,-111.3775,2.960082286804848e-76
26.1891665,-115.1075,6.663113922366598e-90
27.77472183333333,-115.1075,6.663113922366598e-90
26.1891665,-111.3775,1.0
26.981944166666665,-105.7825,22.0
26.1891665,-105.7825,1.0000000000002476
27.77472183333333,-105.7825,2.476088366615931e-13
25.396388833333333,-105.7825,1.0
28.5674995,-105.7825,4.0
26.981944166666665,-107.6475,3.256090515493939e-75
26.981944166666665,-103.9175,2.0
26.1891665,-107.6475,2.0
26.1891665,-103.9175,1.0
27.77472183333333,-107.6475,2.0
26.981944166666665,-103.9175,4.0
26.1891665,-103.9175,1.000000000000045
27.77472183333333,-103.9175,4.5019788483926016e-14
25.396388833333333,-103.9175,2.0
28.5674995,-103.9175,5.134803326913089e-55
26.981944166666665,-105.7825,11.0
26.981944166666665,-102.0525,5.920164573609695e-76
26.1891665,-105.7825,1.0
27.77472183333333,-105.7825,1.3326227844733197e-89
26.1891665,-102.0525,1.3326227844697974e-89
26.981944166666665,-98.3225,2.0
26.1891665,-98.3225,1.0000000000000224
27.77472183333333,-98.3225,2.2509894241963008e-14
25.396388833333333,-98.3225,2.5674016634579673e-55
28.5674995,-98.3225,4.0
26.981944166666665,-100.1875,2.9600822868126716e-76
26.981944166666665,-96.4575,2.960082286804848e-76
26.1891665,-100.1875,1.0
27.77472183333333,-100.1875,1.0
26.1891665,-96.4575,6.663113922348987e-90
26.981944166666665,-81.5375,2.0
26.1891665,-81.5375,1.0000000000000224
27.77472183333333,-81.5375,2.2509894241963008e-14
25.396388833333333,-81.5375,2.5674016634579673e-55
28.5674995,-81.5375,2.0
26.981944166666665,-79.6725,2.9600822868126716e-76
26.981944166666665,-83.4025,2.960082286804848e-76
26.1891665,-79.6725,6.663113922366598e-90
27.77472183333333,-79.6725,6.663113922366598e-90
26.1891665,-83.4025,6.663113922348987e-90
27.77472183333333,-107.6475,4.0
26.981944166666665,-107.6475,4.5019788483926016e-14
28.5674995,-107.6475,1.000000000000045
26.1891665,-107.6475,2.0
29.360277166666663,-107.6475,5.134803326915935e-55
27.77472183333333,-105.7825,5.920164573625343e-76
27.77472183333333,-109.5125,5.920164573609695e-76
26.981944166666665,-105.7825,11.0
28.5674995,-105.7825,4.0
26.981944166666665,-109.5125,1.3326227844697974e-89
27.77472183333333,-102.0525,2.0
26.981944166666665,-102.0525,2.2509894241963008e-14
28.5674995,-102.0525,1.0000000000000224
26.1891665,-102.0525,2.5674016634579673e-55
29.360277166666663,-102.0525,1.0
27.77472183333333,-100.1875,1.0
27.77472183333333,-103.9175,2.960082286804848e-76
26.981944166666665,-100.1875,6.663113922366598e-90
28.5674995,-100.1875,6.663113922364705e-90
26.981944166666665,-103.9175,2.0
27.77472183333333,-100.1875,2.0
26.981944166666665,-100.1875,2.2509894241963008e-14
28.5674995,-100.1875,2.250989424195677e-14
26.1891665,-100.1875,1.0
29.360277166666663,-100.1875,3.0
27.77472183333333,-102.0525,1.0
27.77472183333333,-98.3225,2.9600822868126716e-76
26.981944166666665,-102.0525,6.663113922366598e-90
26.981944166666665,-98.3225,1.0
28.5674995,-102.0525,1.0
28.5674995,-107.6475,2.0
29.360277166666663,-107.6475,2.2509894241969404e-14
27.77472183333333,-107.6475,2.0000000000000226
30.15305483333333,-107.6475,2.0
26.981944166666665,-107.6475,2.5674016634565445e-55
28.5674995,-105.7825,4.0
28.5674995,-109.5125,2.960082286804848e-76
29.360277166666663,-105.7825,1.0
27.77472183333333,-105.7825,6.663113922364705e-90
29.360277166666663,-109.5125,6.663113922350312e-90
28.5674995,-105.7825,8.0
29.360277166666663,-105.7825,1.0000000000000902
27.77472183333333,-105.7825,9.003957696782708e-14
30.15305483333333,-105.7825,1.0269606653837852e-54
26.981944166666665,-105.7825,11.0
28.5674995,-107.6475,1.0
28.5674995,-103.9175,1.1840329147250686e-75
29.360277166666663,-107.6475,2.6652455689473212e-89
29.360277166666663,-103.9175,2.0
27.77472183333333,-107.6475,2.0
28.5674995,-102.0525,2.0
29.360277166666663,-102.0525,1.0000000000000224
27.77472183333333,-102.0525,1.0000000000000224
30.15305483333333,-102.0525,1.0
26.981944166666665,-102.0525,2.5674016634565445e-55
28.5674995,-100.1875,2.9600822868126716e-76
28.5674995,-103.9175,2.960082286804848e-76
29.360277166666663,-100.1875,3.0
27.77472183333333,-100.1875,1.0
29.360277166666663,-103.9175,2.0
28.5674995,-98.3225,8.0
29.360277166666663,-98.3225,7.00000000000009
27.77472183333333,-98.3225,9.003957696782708e-14
30.15305483333333,-98.3225,5.0
26.981944166666665,-98.3225,1.0
28.5674995,-100.1875,1.1840329147250686e-75
28.5674995,-96.4575,1.184032914721939e-75
29.360277166666663,-100.1875,3.0
27.77472183333333,-100.1875,1.0
29.360277166666663,-96.4575,2.0
28.5674995,-81.5375,4.0
29.360277166666663,-81.5375,4.501978848393881e-14
27.77472183333333,-81.5375,4.501978848391354e-14
30.15305483333333,-81.5375,5.134803326918926e-55
26.981944166666665,-81.5375,1.0
28.5674995,-79.6725,5.920164573625343e-76
28.5674995,-83.4025,5.920164573609695e-76
29.360277166666663,-79.6725,1.3326227844736606e-89
27.77472183333333,-79.6725,1.332622784472941e-89
29.360277166666663,-83.4025,1.3326227844700625e-89
29.360277166666663,-111.3775,2.0
28.5674995,-111.3775,2.2509894241969404e-14
30.15305483333333,-111.3775,1.0000000000000224
27.77472183333333,-111.3775,2.5674016634579673e-55
30.9458325,-111.3775,2.5674016634551213e-55
29.360277166666663,-109.5125,2.9600822868126716e-76
29.360277166666663,-113.2425,2.960082286804848e-76
28.5674995,-109.5125,6.663113922368303e-90
30.15305483333333,-109.5125,3.0
28.5674995,-113.2425,6.663113922350312e-90
29.360277166666663,-105.7825,2.0
28.5674995,-105.7825,4.000000000000022
30.15305483333333,-105.7825,2.2509894241963008e-14
27.77472183333333,-105.7825,2.5674016634579673e-55
30.9458325,-105.7825,1.0
29.360277166666663,-107.6475,2.9600822868126716e-76
29.360277166666663,-103.9175,2.0
28.5674995,-107.6475,1.0
28.5674995,-103.9175,6.663113922368303e-90
30.15305483333333,-107.6475,2.0
29.360277166666663,-103.9175,4.0
28.5674995,-103.9175,4.501978848393881e-14
30.15305483333333,-103.9175,1.000000000000045
27.77472183333333,-103.9175,5.134803326915935e-55
30.9458325,-103.9175,3.0
29.360277166666663,-105.7825,1.0
29.360277166666663,-102.0525,1.0
28.5674995,-105.7825,4.0
30.15305483333333,-105.7825,1.3326227844733197e-89
28.5674995,-102.0525,1.0
29.360277166666663,-102.0525,2.0
28.5674995,-102.0525,1.0000000000000224
30.15305483333333,-102.0525,1.0000000000000224
27.77472183333333,-102.0525,1.0
30.9458325,-102.0525,1.0
29.360277166666663,-100.1875,3.0
29.360277166666663,-103.9175,2.0
28.5674995,-100.1875,6.663113922368303e-90
30.15305483333333,-100.1875,4.0
28.5674995,-103.9175,6.663113922350312e-90
29.360277166666663,-100.1875,6.0
28.5674995,-100.1875,6.752968272590821e-14
30.15305483333333,-100.1875,4.0000000000000675
27.77472183333333,-100.1875,1.0
30.9458325,-100.1875,2.0
29.360277166666663,-102.0525,1.0
29.360277166666663,-98.3225,7.0
28.5674995,-102.0525,1.0
28.5674995,-98.3225,4.0
30.15305483333333,-102.0525,1.0
29.360277166666663,-98.3225,14.0
28.5674995,-98.3225,4.000000000000157
30.15305483333333,-98.3225,5.000000000000157
27.77472183333333,-98.3225,1.7971811644205772e-54
30.9458325,-98.3225,8.0
29.360277166666663,-100.1875,3.0
29.360277166666663,-96.4575,2.0
28.5674995,-100.1875,4.6641797456578125e-89
30.15305483333333,-100.1875,4.0
28.5674995,-96.4575,4.664179745645218e-89
29.360277166666663,-96.4575,4.0
28.5674995,-96.4575,4.501978848393881e-14
30.15305483333333,-96.4575,5.000000000000045
27.77472183333333,-96.4575,5.134803326915935e-55
30.9458325,-96.4575,4.0
29.360277166666663,-94.5925,5.920164573625343e-76
29.360277166666663,-98.3225,7.0
28.5674995,-94.5925,1.3326227844736606e-89
30.15305483333333,-94.5925,1.3326227844733197e-89
28.5674995,-98.3225,4.0
30.15305483333333,-113.2425,2.0
29.360277166666663,-113.2425,2.2509894241963008e-14
30.9458325,-113.2425,2.2509894241950453e-14
28.5674995,-113.2425,2.567401663459463e-55
31.738610166666668,-113.2425,2.5674016634551213e-55
30.15305483333333,-115.1075,2.9600822868126716e-76
30.15305483333333,-111.3775,1.0
29.360277166666663,-115.1075,6.663113922366598e-90
30.9458325,-115.1075,6.663113922362432e-90
29.360277166666663,-111.3775,1.0
30.15305483333333,-111.3775,2.0
29.360277166666663,-111.3775,1.0000000000000224
30.9458325,-111.3775,2.2509894241950453e-14
28.5674995,-111.3775,2.567401663459463e-55
31.738610166666668,-111.3775,7.0
30.15305483333333,-109.5125,3.0
30.15305483333333,-113.2425,1.0
29.360277166666663,-109.5125,6.663113922366598e-90
30.9458325,-109.5125,6.663113922362432e-90
29.360277166666663,-113.2425,6.663113922348987e-90
30.15305483333333,-109.5125,6.0
29.360277166666663,-109.5125,6.752968272588903e-14
30.9458325,-109.5125,6.752968272585135e-14
28.5674995,-109.5125,7.70220499037839e-55
31.738610166666668,-109.5125,6.0
30.15305483333333,-111.3775,1.0
30.15305483333333,-107.6475,2.0
29.360277166666663,-111.3775,1.0
30.9458325,-111.3775,1.9989341767087294e-89
29.360277166666663,-107.6475,1.998934176704696e-89
30.15305483333333,-107.6475,4.0
29.360277166666663,-107.6475,4.5019788483926016e-14
