,lat,lon,count
0,25.198194416666666,-123.03375,0.0
1,25.198194416666666,-122.10125,0.0
2,25.198194416666666,-121.16875,0.0
3,25.198194416666666,-120.23625,0.0
4,25.198194416666666,-119.30375000000001,0.0
5,25.198194416666666,-118.37125,0.0
6,25.198194416666666,-117.43875,0.0
7,25.198194416666666,-116.50625,0.0
8,25.198194416666666,-115.57375,0.0
9,25.198194416666666,-114.64125,0.0
10,25.198194416666666,-113.70875000000001,0.0
11,25.198194416666666,-112.77625,0.0
12,25.198194416666666,-111.84375,0.0
13,25.198194416666666,-110.91125,0.0
14,25.198194416666666,-109.97874999999999,0.0
15,25.198194416666666,-109.04625,0.0
16,25.198194416666666,-108.11375000000001,0.0
17,25.198194416666666,-107.18125,0.0
18,25.198194416666666,-106.24875,1.0
19,25.198194416666666,-105.31625,0.0
20,25.198194416666666,-104.38374999999999,1.0
21,25.198194416666666,-103.45125,1.0
22,25.198194416666666,-102.51875,0.0
23,25.198194416666666,-101.58625,0.0
24,25.198194416666666,-100.65375,1.0
25,25.198194416666666,-99.72125,0.0
26,25.198194416666666,-98.78875,0.0
27,25.198194416666666,-97.85625,0.0
28,25.198194416666666,-96.92375,1.0
29,25.198194416666666,-95.99125000000001,0.0
30,25.198194416666666,-95.05875,0.0
31,25.198194416666666,-94.12625,0.0
32,25.198194416666666,-93.19375,0.0
33,25.198194416666666,-92.26124999999999,0.0
34,25.198194416666666,-91.32875,0.0
35,25.198194416666666,-90.39625000000001,0.0
36,25.198194416666666,-89.46375,0.0
37,25.198194416666666,-88.53125,0.0
38,25.198194416666666,-87.59875,0.0
39,25.198194416666666,-86.66624999999999,0.0
40,25.198194416666666,-85.73375,0.0
41,25.198194416666666,-84.80125000000001,0.0
42,25.198194416666666,-83.86875,0.0
43,25.198194416666666,-82.93625,0.0
44,25.198194416666666,-82.00375,0.0
45,25.198194416666666,-81.07124999999999,0.0
46,25.198194416666666,-80.13874999999999,0.0
47,25.198194416666666,-79.20625000000001,0.0
48,25.198194416666666,-78.27375,0.0
49,25.198194416666666,-77.34125,0.0
50,25.198194416666666,-76.40875,0.0
51,25.198194416666666,-75.47625,0.0
52,25.198194416666666,-74.54374999999999,0.0
53,25.198194416666666,-73.61125000000001,0.0
54,25.198194416666666,-72.67875000000001,0.0
55,25.198194416666666,-71.74625,0.0
56,25.198194416666666,-70.81375,0.0
57,25.198194416666666,-69.88125,0.0
58,25.198194416666666,-68.94874999999999,0.0
59,25.198194416666666,-68.01625,0.0
60,25.59458325,-123.03375,0.0
61,25.59458325,-122.10125,0.0
62,25.59458325,-121.16875,0.0
63,25.59458325,-120.23625,0.0
64,25.59458325,-119.30375000000001,0.0
65,25.59458325,-118.37125,0.0
66,25.59458325,-117.43875,0.0
67,25.59458325,-116.50625,0.0
68,25.59458325,-115.57375,0.0
69,25.59458325,-114.64125,0.0
70,25.59458325,-113.70875000000001,0.0
71,25.59458325,-112.77625,0.0
72,25.59458325,-111.84375,0.0
73,25.59458325,-110.91125,0.0
74,25.59458325,-109.97874999999999,0.0
75,25.59458325,-109.04625,0.0
76,25.59458325,-108.11375000000001,0.0
77,25.59458325,-107.18125,0.0
78,25.59458325,-106.24875,0.0
79,25.59458325,-105.31625,0.0
80,25.59458325,-104.38374999999999,0.0
81,25.59458325,-103.45125,0.0
82,25.59458325,-102.51875,0.0
83,25.59458325,-101.58625,0.0
84,25.59458325,-100.65375,0.0
85,25.59458325,-99.72125,0.0
86,25.59458325,-98.78875,0.0
87,25.59458325,-97.85625,0.0
88,25.59458325,-96.92375,0.0
89,25.59458325,-95.99125000000001,0.0
90,25.59458325,-95.05875,0.0
91,25.59458325,-94.12625,0.0
92,25.59458325,-93.19375,0.0
93,25.59458325,-92.26124999999999,0.0
94,25.59458325,-91.32875,0.0
95,25.59458325,-90.39625000000001,0.0
96,25.59458325,-89.46375,0.0
97,25.59458325,-88.53125,0.0
98,25.59458325,-87.59875,0.0
99,25.59458325,-86.66624999999999,0.0
100,25.59458325,-85.73375,0.0
101,25.59458325,-84.80125000000001,0.0
102,25.59458325,-83.86875,0.0
103,25.59458325,-82.93625,0.0
104,25.59458325,-82.00375,0.0
105,25.59458325,-81.07124999999999,0.0
106,25.59458325,-80.13874999999999,0.0
107,25.59458325,-79.20625000000001,0.0
108,25.59458325,-78.27375,0.0
109,25.59458325,-77.34125,0.0
110,25.59458325,-76.40875,0.0
111,25.59458325,-75.47625,0.0
112,25.59458325,-74.54374999999999,0.0
113,25.59458325,-73.61125000000001,0.0
114,25.59458325,-72.67875000000001,0.0
115,25.59458325,-71.74625,0.0
116,25.59458325,-70.81375,0.0
117,25.59458325,-69.88125,0.0
118,25.59458325,-68.94874999999999,0.0
119,25.59458325,-68.01625,0.0
120,25.990972083333332,-123.03375,0.0
121,25.990972083333332,-122.10125,0.0
122,25.990972083333332,-121.16875,0.0
123,25.990972083333332,-120.23625,0.0
124,25.990972083333332,-119.30375000000001,0.0
125,25.990972083333332,-118.37125,0.0
126,25.990972083333332,-117.43875,0.0
127,25.990972083333332,-116.50625,0.0
128,25.990972083333332,-115.57375,0.0
129,25.990972083333332,-114.64125,0.0
130,25.990972083333332,-113.70875000000001,0.0
131,25.990972083333332,-112.77625,0.0
132,25.990972083333332,-111.84375,0.0
133,25.990972083333332,-110.91125,1.0
134,25.990972083333332,-109.97874999999999,0.0
135,25.990972083333332,-109.04625,0.0
