,name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
37728,Stewart Valley 006,55534,Valid,H4,20.1,Found,2001.0,36.23728,-116.1722,"(36.23728, -116.1722)"
37729,Stewart Valley 007,55535,Valid,H4,8.7,Found,2001.0,36.23722,-116.17242,"(36.23722, -116.17242)"
37730,Stewart Valley 008,55536,Valid,H6,4.2,Found,2001.0,36.23743,-116.17223,"(36.23743, -116.17223)"
37731,Stewart Valley 009,55537,Valid,LL5,375.0,Found,2003.0,36.17557,-116.159,"(36.17557, -116.159)"
37732,Stewart Valley 010,55538,Valid,H5,41.7,Found,2003.0,36.18472,-116.14342,"(36.18472, -116.14342)"
37733,Stewart Valley 011,55539,Valid,H6,49.6,Found,2003.0,36.21017,-116.16825,"(36.21017, -116.16825)"
37734,Stewart Valley 012,55528,Valid,H6,130.0,Found,2012.0,36.235,-116.18358,"(36.235, -116.18358)"
37736,Stoneham,31330,Valid,H5,5000.0,Found,1960.0,40.63783,-103.69717,"(40.63783, -103.69717)"
37737,Stonington,23727,Valid,H5,2700.0,Found,1942.0,37.28333,-102.2,"(37.28333, -102.2)"
37738,Stratton,23730,Valid,OC,121.0,Found,1964.0,39.22167,-102.59,"(39.22167, -102.59)"
37740,Study Butte,23734,Valid,H3-6,417.0,Found,1983.0,29.30167,-103.5,"(29.30167, -103.5)"
37741,Stump Spring 083,52752,Valid,LL6,13700.0,Found,2010.0,35.98728,-115.85828,"(35.98728, -115.85828)"
37742,Sublette,23735,Valid,L6,1300.0,Found,1952.0,37.5,-100.83333,"(37.5, -100.83333)"
37745,Sulphur Springs Draw,23740,Valid,H5,1892.0,Found,1990.0,32.98333,-102.37833,"(32.98333, -102.37833)"
37746,Summerfield,23743,Valid,L5,6200.0,Found,1979.0,34.76667,-102.41667,"(34.76667, -102.41667)"
37747,Summit,23744,Valid,"Iron, IIAB",1000.0,Found,1890.0,34.2,-86.48333,"(34.2, -86.48333)"
37748,Sunray,23746,Valid,H4,4300.0,Found,1985.0,36.0,-101.83333,"(36.0, -101.83333)"
37749,Sunstone Knoll,23747,Valid,L6,15.6,Found,1985.0,39.16278,-112.70806,"(39.16278, -112.70806)"
37750,Superior Valley 001,23748,Valid,H5,3.4,Found,2000.0,35.25448,-117.10972,"(35.25448, -117.10972)"
37751,Superior Valley 002,23749,Valid,L6,145.0,Found,2000.0,35.22358,-117.1136,"(35.22358, -117.1136)"
37752,Superior Valley 003,23750,Valid,H6,65.6,Found,2001.0,35.24742,-117.0999,"(35.24742, -117.0999)"
37753,Superior Valley 004,23751,Valid,L6,15.3,Found,2001.0,35.23533,-117.1005,"(35.23533, -117.1005)"
37754,Superior Valley 005,23752,Valid,H6,32.92,Found,2001.0,35.238,-117.0365,"(35.238, -117.0365)"
37755,Superior Valley 006,23753,Valid,H6,78.5,Found,2001.0,35.23883,-117.02667,"(35.23883, -117.02667)"
37756,Superior Valley 007,23754,Valid,L6,67.21,Found,2001.0,35.23833,-117.03283,"(35.23833, -117.03283)"
37757,Superior Valley 008,23755,Valid,L6,77.44,Found,2001.0,35.236,-117.044,"(35.236, -117.044)"
37758,Superior Valley 009,23756,Valid,L6,116.42,Found,2001.0,35.23583,-117.044,"(35.23583, -117.044)"
37759,Superior Valley 010,23757,Valid,L4,26.26,Found,2001.0,35.23633,-117.04317,"(35.23633, -117.04317)"
37760,Superior Valley 011,23758,Valid,H6,2.52,Found,2001.0,35.23617,-117.043,"(35.23617, -117.043)"
37761,Superior Valley 013,32767,Valid,L5,2.74,Found,2002.0,35.23333,-117.03945,"(35.23333, -117.03945)"
37762,Superior Valley 014,34064,Valid,Acapulcoite,1.77,Found,2002.0,35.236,-117.04212,"(35.236, -117.04212)"
37763,Superior Valley 018,32768,Valid,H5,2.74,Found,2002.0,35.23667,-117.03945,"(35.23667, -117.03945)"
37765,Superior Valley 020,31331,Valid,L6,307.75,Found,2003.0,35.23858,-117.02628,"(35.23858, -117.02628)"
37766,Superior Valley 022,31332,Valid,H5,38.9,Found,2004.0,35.23705,-117.01618,"(35.23705, -117.01618)"
37767,Superior Valley 026,44801,Valid,L4,15.8,Found,2006.0,35.23625,-117.04638,"(35.23625, -117.04638)"
37768,Superstition Mountain,23759,Valid,H5,333.0,Found,2000.0,32.87083,-115.7825,"(32.87083, -115.7825)"
37769,Surprise Springs,23761,Valid,"Iron, IAB-sLL",1500.0,Found,1899.0,34.16667,-115.91667,"(34.16667, -115.91667)"
37771,Sutton,23763,Valid,H5,7600.0,Found,1964.0,40.6,-97.86667,"(40.6, -97.86667)"
37776,Suwanee Spring,23768,Valid,L5,1200.0,Found,1979.0,34.95,-107.16667,"(34.95, -107.16667)"
37778,Sweetwater,23770,Valid,H5,1760.0,Found,1961.0,32.55,-100.41667,"(32.55, -100.41667)"
37783,Tacoma,23777,Valid,"Iron, IAB complex",16.7,Found,1925.0,47.25,-122.41667,"(47.25, -122.41667)"
37785,Tafoya (a),23780,Valid,H4,270.0,Found,1951.0,36.45,-104.1,"(36.45, -104.1)"
37786,Tafoya (b),23781,Valid,H5,490.0,Found,1951.0,36.45,-104.1,"(36.45, -104.1)"
37788,Taiban,23785,Valid,L5,25000.0,Found,1934.0,34.45,-104.01667,"(34.45, -104.01667)"
37789,Taiban (b),23786,Valid,LL6,641.0,Found,1984.0,34.45,-104.01667,"(34.45, -104.01667)"
37794,Talpa,23793,Valid,H6,13000.0,Found,1963.0,31.86667,-99.58333,"(31.86667, -99.58333)"
37795,Tamarack,51737,Valid,"Iron, IIAB",41.0,Found,2004.0,44.93389,-116.43167,"(44.93389, -116.43167)"
37893,Tarahumara,23876,Valid,"Iron, IIE",2500.0,Found,1994.0,28.5,-106.25,"(28.5, -106.25)"
37896,Tarlton,23880,Valid,H4,226.5,Found,1967.0,39.32,-82.37,"(39.32, -82.37)"
37900,Tatum,23886,Valid,H4,1787.0,Found,1938.0,33.23333,-103.44167,"(33.23333, -103.44167)"
37905,Tazewell,23891,Valid,"Iron, IAB-sLH",27000.0,Found,1853.0,36.43333,-83.75,"(36.43333, -83.75)"
37906,Techado,23892,Valid,"Iron, IIE",810.0,Found,1983.0,34.53333,-108.35,"(34.53333, -108.35)"
37907,Tell,23893,Valid,H6,16600.0,Found,1930.0,34.38333,-100.4,"(34.38333, -100.4)"
37908,Temple,23894,Valid,L6,5000.0,Found,1959.0,31.11667,-97.3,"(31.11667, -97.3)"
37909,Temple Bar,23895,Valid,CR,106.0,Found,1998.0,35.91667,-114.43333,"(35.91667, -114.43333)"
37917,Texline,23906,Valid,H5,26200.0,Found,1937.0,36.4,-103.01667,"(36.4, -103.01667)"
38004,Thomson,23973,Valid,L6,218.0,Found,1888.0,33.46667,-82.48333,"(33.46667, -82.48333)"
38005,Thoreau,23974,Valid,"Iron, IAB complex",500.0,Found,1954.0,35.28333,-108.26667,"(35.28333, -108.26667)"
38007,Thumb Butte,53890,Valid,H3.8,105.0,Found,2008.0,35.16993,-114.45585,"(35.16993, -114.45585)"
38011,Thurlow,23979,Valid,"Iron, IIIAB",5500.0,Found,1888.0,44.75,-77.58333,"(44.75, -77.58333)"
38012,Thurman,23980,Valid,OC,1959.0,Found,1965.0,39.52167,-103.16667,"(39.52167, -103.16667)"
38032,Tierra Blanca,23988,Valid,Winonaite,860.0,Found,1965.0,34.93333,-102.01667,"(34.93333, -102.01667)"
38042,Timber Creek,24000,Valid,L4,7.0,Found,1982.0,34.98333,-101.73333,"(34.98333, -101.73333)"
38043,Timber Lake,57160,Valid,H3,8660.0,Found,2011.0,45.425,-101.097,"(45.425, -101.097)"
38049,Tinnie,24006,Valid,"Iron, IVB",15300.0,Found,1978.0,33.38333,-105.25,"(33.38333, -105.25)"
38050,Tishomingo,24010,Valid,"Iron, ungrouped",260000.0,Found,1965.0,34.25,-96.68333,"(34.25, -96.68333)"
38052,Tobe,24014,Valid,H4,5386.0,Found,1963.0,37.2,-103.58333,"(37.2, -103.58333)"
38054,Tokio (a),24016,Valid,H5,6600.0,Found,1974.0,33.21667,-102.63167,"(33.21667, -102.63167)"
38055,Tokio (b),24017,Valid,OC,823.0,Found,1974.0,33.205,-102.65833,"(33.205, -102.65833)"
38057,Tombigbee River,24021,Valid,"Iron, IIG",43000.0,Found,1859.0,32.23333,-88.2,"(32.23333, -88.2)"
38058,Tomhannock Creek,24022,Valid,H5,1500.0,Found,1863.0,42.88333,-73.6,"(42.88333, -73.6)"
38059,Tonganoxie,24025,Valid,"Iron, IIIAB",11800.0,Found,1886.0,39.08333,-95.11667,"(39.08333, -95.11667)"
38062,Torreon de Mata,24031,Valid,L6,610.0,Found,1983.0,26.83333,-105.41667,"(26.83333, -105.41667)"
38068,Toulon,24035,Valid,H5,1214.5,Found,1962.0,41.11667,-89.80833,"(41.11667, -89.80833)"
38070,Travis County (a),24040,Valid,H5,175400.0,Found,1889.0,30.3,-97.7,"(30.3, -97.7)"
38071,Travis County (b),24041,Valid,H4,5900.0,Found,1889.0,30.55556,-97.95278,"(30.55556, -97.95278)"
38072,Trenton,24045,Valid,"Iron, IIIAB",505000.0,Found,1858.0,43.36667,-88.13333,"(43.36667, -88.13333)"
38073,Tres Castillos,24047,Valid,"Iron, ungrouped",150000.0,Found,1992.0,29.47,-105.8,"(29.47, -105.8)"
38077,Trilby Wash,35339,Valid,L4,846.0,Found,2005.0,33.91667,-112.55,"(33.91667, -112.55)"
38078,Truckton,24055,Valid,H5,43.4,Found,1978.0,38.58139,-104.07667,"(38.58139, -104.07667)"
38079,Tryon,24056,Valid,L6,15900.0,Found,1934.0,41.55,-100.96667,"(41.55, -100.96667)"
38081,Tucson,24061,Valid,"Iron, ungrouped",975000.0,Found,1850.0,31.85,-110.96667,"(31.85, -110.96667)"
38082,Tule Draw,24064,Valid,H5,2300.0,Found,1981.0,34.66667,-102.0,"(34.66667, -102.0)"
38083,Tule Valley,24065,Valid,L6,17.69,Found,2001.0,38.99861,-113.38167,"(38.99861, -113.38167)"
38085,Tule Valley Hardpan 001,54682,Valid,L5,5.1,Found,2009.0,38.94306,-113.37833,"(38.94306, -113.37833)"
38086,Tule Valley Hardpan 002,54683,Valid,H5,1.32,Found,2009.0,38.945,-113.38222,"(38.945, -113.38222)"
38087,Tulia (a),24066,Valid,H3-4,86000.0,Found,1917.0,34.61667,-101.95,"(34.61667, -101.95)"
38088,Tulia (b),24067,Valid,L6,4800.0,Found,1917.0,34.53333,-101.7,"(34.53333, -101.7)"
38090,Tulia (d),24069,Valid,H6,17700.0,Found,1981.0,34.60667,-101.76667,"(34.60667, -101.76667)"
38091,Tulia (iron),24070,Valid,Iron,190.0,Found,1969.0,34.555,-101.63,"(34.555, -101.63)"
38092,Tungsten Mountain 001,24072,Valid,H4,31.73,Found,2000.0,39.63611,-117.65472,"(39.63611, -117.65472)"
38093,Tungsten Mountain 002,24073,Valid,H6,11.3,Found,2001.0,39.67357,-117.60432,"(39.67357, -117.60432)"
38094,Tungsten Mountain 003,24074,Valid,H4,7.8,Found,2001.0,39.68449,-117.62072,"(39.68449, -117.62072)"
38095,Tungsten Mountain 004,24075,Valid,H6,8.1,Found,2001.0,39.68444,-117.62022,"(39.68444, -117.62022)"
38096,Tungsten Mountain 005,24076,Valid,L6,4.7,Found,2001.0,39.6844,-117.62007,"(39.6844, -117.62007)"
38097,Tungsten Mountain 006,24077,Valid,L6,8.8,Found,2001.0,39.68436,-117.62018,"(39.68436, -117.62018)"
38098,Tungsten Mountain 007,24078,Valid,H5,44.0,Found,2001.0,39.68518,-117.62105,"(39.68518, -117.62105)"
38099,Tungsten Mountain 008,24079,Valid,H5,7.0,Found,2001.0,39.68072,-117.62778,"(39.68072, -117.62778)"
38100,Tungsten Mountain 009,24080,Valid,H4,31.0,Found,2001.0,39.68035,-117.62918,"(39.68035, -117.62918)"
38101,Tungsten Mountain 010,24081,Valid,H5,13.4,Found,2001.0,39.68432,-117.62052,"(39.68432, -117.62052)"
38102,Tungsten Mountain 011,50908,Valid,CV3,186.52,Found,2003.0,39.683333,-117.616667,"(39.683333, -117.616667)"
38103,Tungsten Mountain 113,35730,Valid,H4/5,4.48,Found,2004.0,39.67917,-117.62675,"(39.67917, -117.62675)"
38104,Tungsten Mountain 204,51585,Valid,H4,41.6,Found,2005.0,39.67888,-117.62945,"(39.67888, -117.62945)"
38105,Tungsten Mountain 533,51851,Valid,H5,25.3,Found,2007.0,39.68945,-117.62358,"(39.68945, -117.62358)"
38106,Tungsten Mountain 535,51852,Valid,H4,26.1,Found,2007.0,39.68908,-117.62257,"(39.68908, -117.62257)"
38107,Tungsten Mountain 541,52014,Valid,H3.8,5.7,Found,2007.0,39.6884,-117.62422,"(39.6884, -117.62422)"
38108,Tungsten Mountain 542,51853,Valid,H5,4.6,Found,2007.0,39.6872,-117.62618,"(39.6872, -117.62618)"
38109,Tungsten Mountain 543,51854,Valid,H4,18.1,Found,2007.0,39.68938,-117.62032,"(39.68938, -117.62032)"
38110,Tungsten Mountain 563,51855,Valid,H5,9.3,Found,2007.0,39.6772,-117.62858,"(39.6772, -117.62858)"
38111,Tungsten Mountain 572,51856,Valid,H6,10.7,Found,2007.0,39.68105,-117.61325,"(39.68105, -117.61325)"
38112,Tungsten Mountain 573,53844,Valid,H4,68.0,Found,2010.0,39.68973,-117.61822,"(39.68973, -117.61822)"
38113,Tupelo,56551,Valid,EL6,280.0,Found,2012.0,34.24216,-88.77594,"(34.24216, -88.77594)"
38115,Turtle River,24085,Valid,"Iron, IIIAB",22390.0,Found,1953.0,47.6,-94.76667,"(47.6, -94.76667)"
38118,Twentynine Palms,24089,Valid,L,19700.0,Found,1944.0,34.075,-116.01667,"(34.075, -116.01667)"
38119,Twin City,24090,Valid,"Iron, IAB-ung",5130.0,Found,1955.0,32.58333,-82.01667,"(32.58333, -82.01667)"
38120,Two Buttes (a),24091,Valid,H5,19700.0,Found,1962.0,37.63333,-102.41667,"(37.63333, -102.41667)"
38121,Two Buttes (b),24092,Valid,H,3000.0,Found,1970.0,37.63333,-102.41667,"(37.63333, -102.41667)"
38122,Twodot,24093,Valid,H6,21400.0,Found,1999.0,46.7,-110.13333,"(46.7, -110.13333)"
38124,Udall Park,24100,Valid,H4,150.0,Found,1985.0,32.25,-110.83333,"(32.25, -110.83333)"
38130,Ulysses,24110,Valid,H4,3900.0,Found,1927.0,37.6,-101.25,"(37.6, -101.25)"
38132,Umbarger,24113,Valid,L6,13000.0,Found,1954.0,34.95,-102.1175,"(34.95, -102.1175)"
38163,Union County,24122,Valid,"Iron, IC",6800.0,Found,1853.0,34.75,-84.0,"(34.75, -84.0)"
38196,Uruachic,24130,Valid,"Iron, IIIAB",13000.0,Found,1989.0,27.85,-108.23333,"(27.85, -108.23333)"
38201,Ute Creek,24134,Valid,H4,1000.0,Found,1936.0,36.2,-103.9,"(36.2, -103.9)"
38202,Uvalde,24137,Valid,H5,8200.0,Found,1915.0,29.2,-99.76667,"(29.2, -99.76667)"
38204,Uwharrie,24139,Valid,"Iron, IIIAB",72700.0,Found,1930.0,35.51667,-79.96667,"(35.51667, -79.96667)"
38208,Valentine,24148,Valid,L4,2300.0,Found,1942.0,42.93333,-100.75,"(42.93333, -100.75)"
38210,Valley Wells,24152,Valid,L6,129.9,Found,1929.0,35.46667,-115.66667,"(35.46667, -115.66667)"
38214,Ventura,24159,Valid,"Iron, IAB-ung",7700.0,Found,1953.0,34.25,-119.3,"(34.25, -119.3)"
38215,Venus,24160,Valid,H4,1013.0,Found,1960.0,32.4,-97.08333,"(32.4, -97.08333)"
38222,Vermillion,24167,Valid,"Pallasite, ungrouped",34360.0,Found,1991.0,39.73633,-96.36133,"(39.73633, -96.36133)"
38227,Vigo Park,24175,Valid,L4,35.0,Found,1934.0,34.68333,-101.38333,"(34.68333, -101.38333)"
38229,Villa Coronado,24177,Valid,H5,2900.0,Found,1983.0,26.75,-105.25,"(26.75, -105.25)"
38230,Villa Natamoros,24178,Valid,L3.7,156.0,Found,1987.0,26.75,-105.4,"(26.75, -105.4)"
38239,Waconda,24195,Valid,L6,50000.0,Found,1873.0,39.33333,-98.16667,"(39.33333, -98.16667)"
38240,Wagon Mound,24196,Valid,L6,87500.0,Found,1932.0,35.84083,-104.58583,"(35.84083, -104.58583)"
38241,Wah Wah Valley,24197,Valid,L6,9.0,Found,1986.0,38.67667,-113.30167,"(38.67667, -113.30167)"
38244,Waka,24200,Valid,H6,11875.0,Found,1963.0,36.15,-101.05,"(36.15, -101.05)"
38245,Walcott,24201,Valid,H5,2000.0,Found,1983.0,32.4,-101.95,"(32.4, -101.95)"
38246,Waldo,24202,Valid,L6,1300.0,Found,1937.0,39.1,-98.83333,"(39.1, -98.83333)"
38247,Waldron Ridge,24203,Valid,"Iron, IAB complex",13600.0,Found,1887.0,36.63333,-83.83333,"(36.63333, -83.83333)"
38248,Walker County,24204,Valid,"Iron, IIAB",74800.0,Found,1832.0,34.0,-87.16667,"(34.0, -87.16667)"
38249,Wallapai,24206,Valid,"Iron, IID",430000.0,Found,1927.0,35.8,-113.7,"(35.8, -113.7)"
38251,Walltown,24208,Valid,L6,1600.0,Found,1956.0,37.325,-84.71667,"(37.325, -84.71667)"
38252,Walnut Hill,24209,Valid,OC,220.0,Found,1978.0,43.827,-70.24717,"(43.827, -70.24717)"
38253,Waltman,24211,Valid,L4,23410.0,Found,1948.0,43.0,-107.16667,"(43.0, -107.16667)"
38256,Wardswell Draw,24214,Valid,L6,3000.0,Found,1976.0,32.90333,-102.925,"(32.90333, -102.925)"
38257,Warm Springs Wilderness,32769,Valid,H4-6,156.9,Found,2003.0,34.78698,-114.25052,"(34.78698, -114.25052)"
38258,Washington County,24217,Valid,"Iron, ungrouped",5750.0,Found,1927.0,39.7,-103.16667,"(39.7, -103.16667)"
38259,Waterville,24219,Valid,"Iron, IAB-ung",37125.0,Found,1917.0,47.767778,-119.876389,"(47.767778, -119.876389)"
38260,Wathena,24220,Valid,"Iron, IIAB",566.0,Found,1939.0,39.81667,-94.91667,"(39.81667, -94.91667)"
38261,Watonga,55758,Valid,LL3.1,5025.0,Found,1960.0,35.833333,-98.4,"(35.833333, -98.4)"
38275,Waverly,24224,Valid,"Iron, IAB-an",4400.0,Found,1983.0,32.68333,-85.56667,"(32.68333, -85.56667)"
38276,Wayside,24225,Valid,H6,23600.0,Found,1973.0,34.80167,-101.68333,"(34.80167, -101.68333)"
38277,Weatherford,24226,Valid,CBa,2000.0,Found,1926.0,35.5,-98.7,"(35.5, -98.7)"
38278,Weaver Mountains,24227,Valid,"Iron, IVB",38800.0,Found,1898.0,34.25,-112.75,"(34.25, -112.75)"
38286,Weldona,24234,Valid,H4,27700.0,Found,1934.0,40.35,-103.95,"(40.35, -103.95)"
38287,Welland,24235,Valid,"Iron, IIIAB",8200.0,Found,1888.0,43.01667,-79.21667,"(43.01667, -79.21667)"
38288,Wellington,24236,Valid,H5,13400.0,Found,1955.0,34.95,-100.25,"(34.95, -100.25)"
38289,Wellman (a),24237,Valid,H5,55000.0,Found,1940.0,33.03333,-102.33333,"(33.03333, -102.33333)"
38290,Wellman (b),24238,Valid,OC,343.0,Found,1964.0,33.025,-102.41667,"(33.025, -102.41667)"
38291,Wellman (c),24239,Valid,H4,45000.0,Found,1964.0,33.03333,-102.33333,"(33.03333, -102.33333)"
38292,Wellman (d),24240,Valid,H,1615.0,Found,1966.0,33.01667,-102.36667,"(33.01667, -102.36667)"
38293,Wellman (e),24241,Valid,H4,959.0,Found,1973.0,33.67833,-102.315,"(33.67833, -102.315)"
38294,Wells,24242,Valid,LL3.3,4135.0,Found,1985.0,33.05,-101.93333,"(33.05, -101.93333)"
38297,West Point,24246,Valid,L6,3100.0,Found,1972.0,33.075,-102.045,"(33.075, -102.045)"
38299,Western Arkansas,24248,Valid,"Iron, IVA",1750.0,Found,1890.0,35.0,-94.0,"(35.0, -94.0)"
38300,White Elephant,24252,Valid,L4,10.4,Found,1997.0,35.89,-114.20333,"(35.89, -114.20333)"
38301,White Hills,24253,Valid,Mesosiderite,11.7,Found,1999.0,35.85667,-114.22333,"(35.85667, -114.22333)"
38303,Whitman,24254,Valid,H5,221.0,Found,1937.0,42.03333,-101.5,"(42.03333, -101.5)"
38305,Wichita,24256,Valid,H6,2367.0,Found,1971.0,37.59183,-97.21497,"(37.59183, -97.21497)"
38306,Wichita County,24257,Valid,"Iron, IAB-MG",145000.0,Found,1836.0,34.06667,-98.91667,"(34.06667, -98.91667)"
38307,Wickenburg (stone),24258,Valid,L6,9200.0,Found,1940.0,33.96667,-112.73333,"(33.96667, -112.73333)"
38309,Wikieup,24260,Valid,H5,372.0,Found,1965.0,34.7,-113.6,"(34.7, -113.6)"
38311,Wilburton,24262,Valid,H5,207.8,Found,1940.0,37.08333,-101.76667,"(37.08333, -101.76667)"
38312,Wild Horse,24264,Valid,H5,1360.0,Found,1979.0,39.41667,-103.2,"(39.41667, -103.2)"
38314,Wildcat Peak,24266,Valid,H5,202.0,Found,1998.0,32.56533,-111.7255,"(32.56533, -111.7255)"
38315,Wilder,24267,Valid,H5,26600.0,Found,1982.0,43.72444,-116.91167,"(43.72444, -116.91167)"
38316,Wiley,24268,Valid,"Iron, IIC",3500.0,Found,1938.0,38.15,-102.66667,"(38.15, -102.66667)"
38317,Willamette,24269,Valid,"Iron, IIIAB",15500000.0,Found,1902.0,45.36667,-122.58333,"(45.36667, -122.58333)"
38318,Willard (a),24270,Valid,L6,800.0,Found,1978.0,34.43333,-105.78333,"(34.43333, -105.78333)"
38319,Willard (b),24271,Valid,H3.6,12700.0,Found,1934.0,34.5,-105.83333,"(34.5, -105.83333)"
38321,Willcox Playa,24273,Valid,H4,61.5,Found,1979.0,32.125,-109.83333,"(32.125, -109.83333)"
38322,Willcox Playa 002,24274,Valid,L6,12.0,Found,2001.0,32.18167,-109.7895,"(32.18167, -109.7895)"
38323,Willcox Playa 004,51581,Valid,L6,19.9,Found,2004.0,32.14202,-109.82423,"(32.14202, -109.82423)"
38324,Willcox Playa 005,51582,Valid,H5,278.4,Found,2004.0,32.0939,-109.88412,"(32.0939, -109.88412)"
38325,Willcox Playa 006,51583,Valid,H6,3.1,Found,2004.0,32.11288,-109.89265,"(32.11288, -109.89265)"
38326,Willcox Playa 007,51584,Valid,L6,62.4,Found,2004.0,32.18843,-109.84563,"(32.18843, -109.84563)"
38327,Willcox Playa 009,52851,Valid,Mesosiderite,160.0,Found,2009.0,32.07667,-109.8455,"(32.07667, -109.8455)"
38328,Williston,24275,Valid,"Iron, IIIAB",7645.0,Found,1962.0,47.98333,-103.65,"(47.98333, -103.65)"
38329,Willow Creek,24276,Valid,"Iron, IIIE",51000.0,Found,1914.0,43.46667,-106.76667,"(43.46667, -106.76667)"
38331,Willow Wash,47353,Valid,H3.5,552.0,Found,2006.0,35.37358,-115.34388,"(35.37358, -115.34388)"
38332,Willowbar,24278,Valid,L6,2070.0,Found,1971.0,36.73333,-102.2,"(36.73333, -102.2)"
38333,Willowdale,24279,Valid,H4,3000.0,Found,1951.0,37.53333,-98.36667,"(37.53333, -98.36667)"
38334,Wilmot,24280,Valid,H6,2000.0,Found,1944.0,37.38333,-96.86667,"(37.38333, -96.86667)"
38336,Wimberley,24282,Valid,"Iron, IIIAB",7800.0,Found,1976.0,29.96667,-98.11667,"(29.96667, -98.11667)"
38340,Winona,24285,Valid,Winonaite,24000.0,Found,1928.0,35.2,-111.4,"(35.2, -111.4)"
38341,Winterhaven,47732,Valid,Howardite,2100.0,Found,2002.0,32.95,-114.666667,"(32.95, -114.666667)"
38376,Withrow,24320,Valid,"Iron, IIIAB?",8732.0,Found,1950.0,47.70667,-119.83,"(47.70667, -119.83)"
38378,Wolsey,24328,Valid,"Iron, IAB-MG",74830.0,Found,1981.0,44.4,-98.53333,"(44.4, -98.53333)"
38380,Wood Lake,50910,Valid,H4,350.0,Found,2003.0,45.0,-79.06667,"(45.0, -79.06667)"
38381,Woodbine,24330,Valid,"Iron, IAB-ung",48200.0,Found,1953.0,42.34667,-90.1675,"(42.34667, -90.1675)"
38382,Wood's Mountain,24332,Valid,"Iron, IVA",3867.0,Found,1918.0,35.68333,-82.18333,"(35.68333, -82.18333)"
38383,Woodward County,24333,Valid,H4,45500.0,Found,1923.0,36.5,-99.5,"(36.5, -99.5)"
38385,Wooster,24336,Valid,"Iron, IAB-sLL",22700.0,Found,1858.0,40.76667,-81.95,"(40.76667, -81.95)"
38386,Wray (a),24338,Valid,H4-an,281.7,Found,1936.0,40.05,-102.2,"(40.05, -102.2)"
38387,Wray (b),24339,Valid,L5,3884.0,Found,1938.0,40.33083,-102.19583,"(40.33083, -102.19583)"
45673,Yelland 001,54765,Valid,L6,4.5,Found,2011.0,39.55801,-114.42715,"(39.55801, -114.42715)"
45674,Yelland Dry Lake,52641,Valid,H4,76000.0,Found,2007.0,39.35067,-114.40783,"(39.35067, -114.40783)"
45678,Yocemento,30364,Valid,L4,5920.0,Found,1966.0,38.9,-99.43333,"(38.9, -99.43333)"
45680,York (iron),30367,Valid,"Iron, IIIAB",835.0,Found,1878.0,40.75,-97.5,"(40.75, -97.5)"
45681,York (stone),30368,Valid,L6,1440.0,Found,1928.0,40.86667,-97.6,"(40.86667, -97.6)"
45682,Yorktown (Texas),30371,Valid,H5,3500.0,Found,1957.0,28.95,-97.40278,"(28.95, -97.40278)"
45686,Ysleta,30375,Valid,"Iron, ungrouped",140700.0,Found,1914.0,31.65,-106.18333,"(31.65, -106.18333)"
45687,Yucca 015,57175,Valid,H-metal,3.0,Found,2011.0,34.8197,-114.2761,"(34.8197, -114.2761)"
45688,Yucca 016,57158,Valid,H5,25.9,Found,2011.0,34.82658,-114.27763,"(34.82658, -114.27763)"
45689,Yucca 017,57159,Valid,H5,200.0,Found,2011.0,34.81923,-114.27735,"(34.81923, -114.27735)"
45693,Zaffra,30383,Valid,"Iron, IAB-MG",3000.0,Found,1919.0,35.0,-94.75,"(35.0, -94.75)"
45697,Zapaliname,30392,Valid,"Iron, IAB-MG",85000.0,Found,1998.0,25.00944,-100.75,"(25.00944, -100.75)"
45698,Zapata County,30393,Valid,Iron,,Found,1930.0,27.0,-99.0,"(27.0, -99.0)"
45703,Zenda,30400,Valid,"Iron, IAB complex",3700.0,Found,1955.0,42.51333,-88.48944,"(42.51333, -88.48944)"
45715,Zulu Queen,30414,Valid,L3.7,200.0,Found,1976.0,33.98333,-115.68333,"(33.98333, -115.68333)"
